year SL_MMCP2.6 SL_MMCP4.5 SL_MMCP6.0 SL_MMCP-break SL_MMCP8.5 SL_MMCP-feedback 
 5439 2.932 5.649 12.178 18.375 25.418 29.311 
 5440 2.932 5.651 12.179 18.376 25.420 29.316 
 5441 2.934 5.653 12.181 18.377 25.423 29.322 
 5442 2.934 5.653 12.182 18.378 25.425 29.327 
 5443 2.934 5.655 12.182 18.379 25.426 29.330 
 5444 2.935 5.656 12.183 18.380 25.427 29.335 
 5445 2.936 5.658 12.185 18.382 25.427 29.339 
 5446 2.937 5.658 12.186 18.384 25.428 29.343 
 5447 2.937 5.659 12.187 18.385 25.430 29.346 
 5448 2.937 5.659 12.188 18.387 25.432 29.349 
 5449 2.937 5.661 12.189 18.388 25.434 29.352 
 5450 2.936 5.662 12.191 18.390 25.437 29.354 
 5451 2.936 5.663 12.194 18.392 25.438 29.357 
 5452 2.937 5.665 12.196 18.393 25.440 29.359 
 5453 2.938 5.666 12.198 18.395 25.441 29.361 
 5454 2.938 5.667 12.200 18.395 25.442 29.364 
 5455 2.939 5.668 12.202 18.396 25.443 29.368 
 5456 2.940 5.668 12.203 18.397 25.444 29.373 
 5457 2.940 5.670 12.204 18.398 25.447 29.378 
 5458 2.941 5.672 12.206 18.400 25.449 29.382 
 5459 2.942 5.674 12.208 18.401 25.451 29.384 
 5460 2.942 5.675 12.210 18.402 25.451 29.386 
 5461 2.943 5.676 12.212 18.404 25.452 29.388 
 5462 2.944 5.678 12.213 18.405 25.454 29.390 
 5463 2.944 5.679 12.215 18.405 25.456 29.394 
 5464 2.945 5.681 12.215 18.404 25.458 29.398 
 5465 2.947 5.683 12.216 18.405 25.459 29.402 
 5466 2.949 5.685 12.218 18.406 25.461 29.407 
 5467 2.950 5.686 12.222 18.408 25.463 29.412 
 5468 2.951 5.687 12.224 18.409 25.465 29.418 
 5469 2.951 5.688 12.226 18.410 25.467 29.423 
 5470 2.952 5.689 12.228 18.411 25.469 29.427 
 5471 2.953 5.689 12.230 18.412 25.471 29.431 
 5472 2.954 5.691 12.231 18.413 25.472 29.435 
 5473 2.954 5.692 12.232 18.415 25.474 29.440 
 5474 2.954 5.694 12.233 18.416 25.476 29.445 
 5475 2.955 5.696 12.235 18.417 25.478 29.448 
 5476 2.956 5.697 12.236 18.419 25.479 29.452 
 5477 2.957 5.699 12.237 18.420 25.481 29.456 
 5478 2.958 5.701 12.238 18.422 25.482 29.460 
 5479 2.959 5.703 12.241 18.423 25.484 29.465 
 5480 2.959 5.705 12.243 18.425 25.486 29.469 
 5481 2.959 5.706 12.245 18.427 25.488 29.474 
 5482 2.959 5.707 12.246 18.429 25.491 29.478 
 5483 2.960 5.709 12.249 18.431 25.493 29.483 
 5484 2.961 5.710 12.250 18.431 25.496 29.487 
 5485 2.962 5.712 12.252 18.431 25.499 29.490 
 5486 2.962 5.713 12.253 18.433 25.501 29.493 
 5487 2.962 5.713 12.255 18.434 25.503 29.497 
 5488 2.961 5.715 12.256 18.435 25.505 29.502 
 5489 2.962 5.716 12.257 18.436 25.508 29.506 
 5490 2.963 5.718 12.259 18.438 25.511 29.511 
 5491 2.963 5.719 12.261 18.439 25.513 29.515 
 5492 2.964 5.720 12.262 18.441 25.516 29.519 
 5493 2.966 5.722 12.264 18.443 25.518 29.522 
 5494 2.967 5.723 12.266 18.444 25.520 29.526 
 5495 2.968 5.725 12.269 18.446 25.522 29.529 
 5496 2.969 5.727 12.271 18.446 25.524 29.533 
 5497 2.970 5.728 12.272 18.447 25.526 29.536 
 5498 2.970 5.729 12.273 18.448 25.527 29.540 
 5499 2.971 5.731 12.275 18.449 25.529 29.543 
 5500 2.971 5.731 12.278 18.451 25.530 29.546 
 5501 2.973 5.732 12.279 18.451 25.530 29.549 
 5502 2.974 5.733 12.281 18.452 25.532 29.552 
 5503 2.974 5.733 12.283 18.453 25.534 29.555 
 5504 2.975 5.735 12.285 18.454 25.535 29.558 
 5505 2.976 5.736 12.287 18.456 25.536 29.561 
 5506 2.976 5.738 12.290 18.458 25.537 29.565 
 5507 2.977 5.739 12.292 18.460 25.540 29.568 
 5508 2.977 5.740 12.294 18.461 25.542 29.572 
 5509 2.977 5.742 12.295 18.461 25.544 29.576 
 5510 2.977 5.743 12.297 18.461 25.545 29.579 
 5511 2.978 5.745 12.299 18.462 25.547 29.583 
 5512 2.979 5.746 12.300 18.463 25.548 29.587 
 5513 2.979 5.747 12.301 18.465 25.550 29.590 
 5514 2.980 5.749 12.302 18.465 25.551 29.593 
 5515 2.980 5.751 12.305 18.467 25.553 29.596 
 5516 2.981 5.753 12.306 18.469 25.555 29.600 
 5517 2.981 5.754 12.308 18.471 25.557 29.603 
 5518 2.982 5.755 12.310 18.471 25.560 29.607 
 5519 2.983 5.756 12.312 18.472 25.562 29.610 
 5520 2.984 5.758 12.315 18.472 25.565 29.614 
 5521 2.984 5.759 12.316 18.474 25.567 29.617 
 5522 2.985 5.760 12.317 18.474 25.570 29.621 
 5523 2.986 5.761 12.319 18.475 25.572 29.624 
 5524 2.986 5.763 12.321 18.476 25.573 29.626 
 5525 2.986 5.763 12.323 18.477 25.575 29.628 
 5526 2.986 5.763 12.324 18.477 25.576 29.630 
 5527 2.986 5.763 12.325 18.478 25.576 29.632 
 5528 2.986 5.765 12.327 18.478 25.577 29.635 
 5529 2.987 5.767 12.328 18.479 25.579 29.639 
 5530 2.987 5.767 12.329 18.480 25.579 29.643 
 5531 2.987 5.769 12.330 18.482 25.581 29.647 
 5532 2.988 5.770 12.332 18.484 25.583 29.650 
 5533 2.989 5.772 12.334 18.485 25.584 29.653 
 5534 2.991 5.773 12.335 18.486 25.586 29.656 
 5535 2.992 5.775 12.337 18.487 25.589 29.658 
 5536 2.993 5.775 12.338 18.487 25.590 29.661 
 5537 2.993 5.776 12.340 18.488 25.591 29.663 
 5538 2.993 5.777 12.341 18.489 25.592 29.665 
 5539 2.993 5.779 12.343 18.491 25.593 29.668 
 5540 2.994 5.781 12.343 18.493 25.594 29.672 
 5541 2.995 5.783 12.345 18.494 25.596 29.675 
 5542 2.995 5.784 12.346 18.496 25.597 29.678 
 5543 2.996 5.786 12.348 18.498 25.598 29.682 
 5544 2.997 5.787 12.350 18.501 25.600 29.685 
 5545 2.998 5.787 12.352 18.503 25.602 29.687 
 5546 2.999 5.789 12.354 18.504 25.604 29.690 
 5547 3.000 5.790 12.356 18.505 25.606 29.694 
 5548 3.001 5.792 12.357 18.506 25.606 29.699 
 5549 3.002 5.793 12.359 18.507 25.607 29.702 
 5550 3.003 5.793 12.361 18.507 25.609 29.705 
 5551 3.003 5.794 12.362 18.507 25.610 29.709 
 5552 3.004 5.796 12.364 18.507 25.612 29.713 
 5553 3.005 5.797 12.365 18.508 25.613 29.716 
 5554 3.006 5.798 12.366 18.508 25.615 29.720 
 5555 3.006 5.799 12.367 18.510 25.615 29.724 
 5556 3.006 5.800 12.368 18.510 25.617 29.729 
 5557 3.006 5.800 12.370 18.511 25.619 29.734 
 5558 3.006 5.801 12.372 18.512 25.621 29.739 
 5559 3.007 5.802 12.374 18.513 25.624 29.743 
 5560 3.007 5.803 12.376 18.514 25.626 29.747 
 5561 3.008 5.804 12.378 18.515 25.629 29.750 
 5562 3.008 5.806 12.380 18.516 25.631 29.753 
 5563 3.009 5.808 12.381 18.518 25.631 29.757 
 5564 3.009 5.810 12.382 18.519 25.632 29.761 
 5565 3.009 5.811 12.383 18.520 25.633 29.765 
 5566 3.010 5.813 12.386 18.521 25.635 29.769 
 5567 3.011 5.815 12.388 18.522 25.638 29.772 
 5568 3.011 5.816 12.390 18.522 25.639 29.775 
 5569 3.012 5.816 12.392 18.524 25.641 29.778 
 5570 3.013 5.817 12.393 18.525 25.643 29.782 
 5571 3.014 5.819 12.395 18.526 25.644 29.786 
 5572 3.015 5.820 12.398 18.527 25.646 29.791 
 5573 3.016 5.822 12.400 18.528 25.648 29.795 
 5574 3.016 5.824 12.401 18.530 25.649 29.798 
 5575 3.016 5.825 12.401 18.532 25.650 29.801 
 5576 3.016 5.826 12.403 18.534 25.651 29.805 
 5577 3.016 5.827 12.405 18.535 25.652 29.807 
 5578 3.016 5.828 12.406 18.535 25.653 29.811 
 5579 3.017 5.829 12.408 18.536 25.654 29.814 
 5580 3.018 5.830 12.410 18.537 25.656 29.818 
 5581 3.020 5.832 12.411 18.537 25.658 29.822 
